dateRep,geoId,countriesAndTerritories,cases,deaths
 2020-04-27,V,ROYAPURAM,158,5
 2020-04-28,V,ROYAPURAM,164,5
 2020-04-29,V,ROYAPURAM,189,6
 2020-04-30,V,ROYAPURAM,199,6
 2020-05-01,V,ROYAPURAM,216,6
 2020-05-02,V,ROYAPURAM,252,7
 2020-05-03,V,ROYAPURAM,275,7
 2020-05-04,V,ROYAPURAM,299,8
 2020-05-05,V,ROYAPURAM,321,8
 2020-05-06,V,ROYAPURAM,375,8
 2020-05-07,V,ROYAPURAM,422,8
 2020-05-08,V,ROYAPURAM,490,8
 2020-05-09,V,ROYAPURAM,571,8
 2020-05-10,V,ROYAPURAM,676,9
 2020-05-11,V,ROYAPURAM,742,10
 2020-05-12,V,ROYAPURAM,828,10
 2020-05-13,V,ROYAPURAM,890,11
 2020-05-14,V,ROYAPURAM,971,12
 2020-05-15,V,ROYAPURAM,1047,13
 2020-05-16,V,ROYAPURAM,1112,13
 2020-05-17,V,ROYAPURAM,1185,14
 2020-05-18,V,ROYAPURAM,1272,14
 2020-05-19,V,ROYAPURAM,1423,15
 2020-05-20,V,ROYAPURAM,1538,15
 2020-05-21,V,ROYAPURAM,1699,15
 2020-05-22,V,ROYAPURAM,1768,15
 2020-05-23,V,ROYAPURAM,1889,17
 2020-05-24,V,ROYAPURAM,1981,20
 2020-05-25,V,ROYAPURAM,2065,21
 2020-05-26,V,ROYAPURAM,2145,22
 2020-05-27,V,ROYAPURAM,2252,24
 2020-05-28,V,ROYAPURAM,2324,26
 2020-05-29,V,ROYAPURAM,2446,28
 2020-05-30,V,ROYAPURAM,2589,29
 2020-05-31,V,ROYAPURAM,2737,29
 2020-06-01,V,ROYAPURAM,2935,30
 2020-06-02,V,ROYAPURAM,3060,31
 2020-06-03,V,ROYAPURAM,3224,31
 2020-06-04,V,ROYAPURAM,3388,35
 2020-06-05,V,ROYAPURAM,3552,38
 2020-06-06,V,ROYAPURAM,3717,40
 2020-06-07,V,ROYAPURAM,3859,45
 2020-06-08,V,ROYAPURAM,4023,46
 2020-06-09,V,ROYAPURAM,4192,52
 2020-06-10,V,ROYAPURAM,4405,54
 2020-06-11,V,ROYAPURAM,4584,56
 2020-06-12,V,ROYAPURAM,4821,58
 2020-06-13,V,ROYAPURAM,5056,62
 2020-06-14,V,ROYAPURAM,5216,66
 2020-06-15,V,ROYAPURAM,5364,72
 2020-06-16,V,ROYAPURAM,5486,79
 2020-06-17,V,ROYAPURAM,5626,83
 2020-06-18,V,ROYAPURAM,5828,90
 2020-06-19,V,ROYAPURAM,5981,97
 2020-06-20,V,ROYAPURAM,6148,97
 2020-06-21,V,ROYAPURAM,6288,109
 2020-06-22,V,ROYAPURAM,6484,109
 2020-06-23,V,ROYAPURAM,6607,113
 2020-06-24,V,ROYAPURAM,6837,114
 2020-06-25,V,ROYAPURAM,6951,118
 2020-06-26,V,ROYAPURAM,7211,123
 2020-06-27,V,ROYAPURAM,7455,128
 2020-06-28,V,ROYAPURAM,7659,130
 2020-06-29,V,ROYAPURAM,7881,135
 2020-06-30,V,ROYAPURAM,8089,141
 2020-07-01,V,ROYAPURAM,8361,145
 2020-07-02,V,ROYAPURAM,8506,148
 2020-07-03,V,ROYAPURAM,8609,150
 2020-07-04,V,ROYAPURAM,8766,152
 2020-07-05,V,ROYAPURAM,8920,154
 2020-07-06,V,ROYAPURAM,8981,156
 2020-07-07,V,ROYAPURAM,9103,161
 2020-07-08,V,ROYAPURAM,9242,161
 2020-03-29,VI,THIRU VI KA NAGAR,0,0
 2020-04-03,VI,THIRU VI KA NAGAR,1,0
 2020-04-06,VI,THIRU VI KA NAGAR,14,0
 2020-04-07,VI,THIRU VI KA NAGAR,22,0
 2020-04-08,VI,THIRU VI KA NAGAR,22,0
 2020-04-09,VI,THIRU VI KA NAGAR,24,0
 2020-04-10,VI,THIRU VI KA NAGAR,25,0
 2020-04-11,VI,THIRU VI KA NAGAR,25,0
 2020-04-12,VI,THIRU VI KA NAGAR,26,0
 2020-04-13,VI,THIRU VI KA NAGAR,26,0
 2020-04-14,VI,THIRU VI KA NAGAR,29,1
 2020-04-15,VI,THIRU VI KA NAGAR,30,1
 2020-04-16,VI,THIRU VI KA NAGAR,32,1
 2020-04-17,VI,THIRU VI KA NAGAR,33,1
 2020-04-18,VI,THIRU VI KA NAGAR,34,1
 2020-04-19,VI,THIRU VI KA NAGAR,38,1
 2020-04-20,VI,THIRU VI KA NAGAR,39,1
 2020-04-21,VI,THIRU VI KA NAGAR,42,1
 2020-04-22,VI,THIRU VI KA NAGAR,45,1
 2020-04-23,VI,THIRU VI KA NAGAR,49,1
 2020-04-24,VI,THIRU VI KA NAGAR,55,2
 2020-04-25,VI,THIRU VI KA NAGAR,80,2
 2020-04-26,VI,THIRU VI KA NAGAR,85,3
 2020-04-27,VI,THIRU VI KA NAGAR,94,3
 2020-04-28,VI,THIRU VI KA NAGAR,128,3
 2020-04-29,VI,THIRU VI KA NAGAR,169,3
 2020-04-30,VI,THIRU VI KA NAGAR,210,3
 2020-05-01,VI,THIRU VI KA NAGAR,259,3
 2020-05-02,VI,THIRU VI KA NAGAR,290,3
 2020-05-03,VI,THIRU VI KA NAGAR,324,3
 2020-05-04,VI,THIRU VI KA NAGAR,357,3
 2020-05-05,VI,THIRU VI KA NAGAR,395,3
 2020-05-06,VI,THIRU VI KA NAGAR,412,4
 2020-05-07,VI,THIRU VI KA NAGAR,448,4
 2020-05-08,VI,THIRU VI KA NAGAR,477,4
 2020-05-09,VI,THIRU VI KA NAGAR,519,5
 2020-05-10,VI,THIRU VI KA NAGAR,556,5
 2020-05-11,VI,THIRU VI KA NAGAR,590,5
 2020-05-12,VI,THIRU VI KA NAGAR,622,6
 2020-05-13,VI,THIRU VI KA NAGAR,662,6
 2020-05-14,VI,THIRU VI KA NAGAR,699,7
 2020-05-15,VI,THIRU VI KA NAGAR,737,7
 2020-05-16,VI,THIRU VI KA NAGAR,750,9
 2020-05-17,VI,THIRU VI KA NAGAR,790,9
 2020-05-18,VI,THIRU VI KA NAGAR,835,9
 2020-05-19,VI,THIRU VI KA NAGAR,900,9
 2020-05-20,VI,THIRU VI KA NAGAR,976,9
 2020-05-21,VI,THIRU VI KA NAGAR,1032,11
 2020-05-22,VI,THIRU VI KA NAGAR,1079,11
 2020-05-23,VI,THIRU VI KA NAGAR,1133,12
 2020-05-24,VI,THIRU VI KA NAGAR,1188,12
 2020-05-25,VI,THIRU VI KA NAGAR,1253,15
 2020-05-26,VI,THIRU VI KA NAGAR,1285,16
 2020-05-27,VI,THIRU VI KA NAGAR,1325,16
 2020-05-28,VI,THIRU VI KA NAGAR,1393,20
 2020-05-29,VI,THIRU VI KA NAGAR,1437,21
 2020-05-30,VI,THIRU VI KA NAGAR,1494,22
 2020-05-31,VI,THIRU VI KA NAGAR,1556,24
 2020-06-01,VI,THIRU VI KA NAGAR,1651,25
 2020-06-02,VI,THIRU VI KA NAGAR,1711,26
 2020-06-03,VI,THIRU VI KA NAGAR,1798,27
 2020-06-04,VI,THIRU VI KA NAGAR,1855,29
 2020-06-05,VI,THIRU VI KA NAGAR,1958,30
 2020-06-06,VI,THIRU VI KA NAGAR,2073,34
 2020-06-07,VI,THIRU VI KA NAGAR,2167,38
 2020-06-08,VI,THIRU VI KA NAGAR,2273,39
 2020-06-09,VI,THIRU VI KA NAGAR,2351,43
 2020-06-10,VI,THIRU VI KA NAGAR,2456,44
 2020-06-11,VI,THIRU VI KA NAGAR,2550,49
 2020-06-12,VI,THIRU VI KA NAGAR,2660,51
 2020-06-13,VI,THIRU VI KA NAGAR,2772,59
 2020-06-14,VI,THIRU VI KA NAGAR,2922,61
 2020-06-15,VI,THIRU VI KA NAGAR,2992,62
 2020-06-16,VI,THIRU VI KA NAGAR,3041,65
 2020-06-17,VI,THIRU VI KA NAGAR,3160,68
 2020-06-18,VI,THIRU VI KA NAGAR,3244,70
 2020-06-19,VI,THIRU VI KA NAGAR,3356,71
 2020-06-20,VI,THIRU VI KA NAGAR,3440,71
 2020-06-21,VI,THIRU VI KA NAGAR,3532,73
 2020-06-22,VI,THIRU VI KA NAGAR,3628,76
 2020-06-23,VI,THIRU VI KA NAGAR,3741,77
 2020-06-24,VI,THIRU VI KA NAGAR,3896,80
 2020-06-25,VI,THIRU VI KA NAGAR,3981,81
 2020-06-26,VI,THIRU VI KA NAGAR,4132,84
 2020-06-27,VI,THIRU VI KA NAGAR,4387,90
 2020-06-28,VI,THIRU VI KA NAGAR,4505,92
 2020-06-29,VI,THIRU VI KA NAGAR,4666,93
 2020-06-30,VI,THIRU VI KA NAGAR,4833,93
 2020-07-01,VI,THIRU VI KA NAGAR,5009,98
 2020-07-02,VI,THIRU VI KA NAGAR,5143,102
 2020-07-03,VI,THIRU VI KA NAGAR,5305,104
 2020-07-04,VI,THIRU VI KA NAGAR,5417,108
 2020-07-05,VI,THIRU VI KA NAGAR,5543,111
 2020-07-06,VI,THIRU VI KA NAGAR,5693,113
 2020-07-07,VI,THIRU VI KA NAGAR,5823,115
 2020-07-08,VI,THIRU VI KA NAGAR,5886,115
 2020-03-29,VII,AMBATTUR,0,0
 2020-04-03,VII,AMBATTUR,0,0
 2020-04-06,VII,AMBATTUR,0,0
 2020-04-07,VII,AMBATTUR,0,0
 2020-04-08,VII,AMBATTUR,0,0
 2020-04-09,VII,AMBATTUR,0,0
 2020-04-10,VII,AMBATTUR,0,0
 2020-04-11,VII,AMBATTUR,0,0
 2020-04-12,VII,AMBATTUR,0,0
 2020-04-13,VII,AMBATTUR,0,0
 2020-04-14,VII,AMBATTUR,0,0
 2020-04-15,VII,AMBATTUR,0,0
 2020-04-16,VII,AMBATTUR,0,0
 2020-04-17,VII,AMBATTUR,0,0
 2020-04-18,VII,AMBATTUR,0,0
 2020-04-19,VII,AMBATTUR,0,0
 2020-04-20,VII,AMBATTUR,0,0
 2020-04-21,VII,AMBATTUR,1,0
 2020-04-22,VII,AMBATTUR,1,0
 2020-04-23,VII,AMBATTUR,1,0
 2020-04-24,VII,AMBATTUR,1,0
 2020-04-25,VII,AMBATTUR,2,0
 2020-04-26,VII,AMBATTUR,2,0
 2020-04-27,VII,AMBATTUR,15,0
 2020-04-28,VII,AMBATTUR,19,0
 2020-04-29,VII,AMBATTUR,20,0
 2020-04-30,VII,AMBATTUR,27,0
 2020-05-01,VII,AMBATTUR,33,0
 2020-05-02,VII,AMBATTUR,42,0
 2020-05-03,VII,AMBATTUR,58,0
 2020-05-04,VII,AMBATTUR,67,0
 2020-05-05,VII,AMBATTUR,98,0
 2020-05-06,VII,AMBATTUR,105,0
 2020-05-07,VII,AMBATTUR,144,0
 2020-05-08,VII,AMBATTUR,164,0
 2020-05-09,VII,AMBATTUR,167,0
 2020-05-10,VII,AMBATTUR,205,0
 2020-05-11,VII,AMBATTUR,224,0
 2020-05-12,VII,AMBATTUR,234,0
 2020-05-13,VII,AMBATTUR,254,0
 2020-05-14,VII,AMBATTUR,276,0
 2020-05-15,VII,AMBATTUR,285,0
 2020-05-16,VII,AMBATTUR,304,0
 2020-05-17,VII,AMBATTUR,317,0
 2020-05-18,VII,AMBATTUR,321,0
 2020-05-19,VII,AMBATTUR,330,0
 2020-05-20,VII,AMBATTUR,352,0
 2020-05-21,VII,AMBATTUR,376,0
 2020-05-22,VII,AMBATTUR,402,0
 2020-05-23,VII,AMBATTUR,415,0
 2020-05-24,VII,AMBATTUR,446,0
 2020-05-25,VII,AMBATTUR,472,0
 2020-05-26,VII,AMBATTUR,484,0
 2020-05-27,VII,AMBATTUR,504,0
 2020-05-28,VII,AMBATTUR,516,0
 2020-05-29,VII,AMBATTUR,539,1
 2020-05-30,VII,AMBATTUR,550,2
 2020-05-31,VII,AMBATTUR,563,2
 2020-06-01,VII,AMBATTUR,587,3
 2020-06-02,VII,AMBATTUR,619,3
 2020-06-03,VII,AMBATTUR,651,4
 2020-06-04,VII,AMBATTUR,684,5
 2020-06-05,VII,AMBATTUR,733,7
 2020-06-06,VII,AMBATTUR,773,7
 2020-06-07,VII,AMBATTUR,807,7
 2020-06-08,VII,AMBATTUR,828,7
 2020-06-09,VII,AMBATTUR,848,7
 2020-06-10,VII,AMBATTUR,901,8
 2020-06-11,VII,AMBATTUR,949,8
 2020-06-12,VII,AMBATTUR,987,9
 2020-06-13,VII,AMBATTUR,1058,9
 2020-06-14,VII,AMBATTUR,1105,10
 2020-06-15,VII,AMBATTUR,1148,12
 2020-06-16,VII,AMBATTUR,1190,13
 2020-06-17,VII,AMBATTUR,1243,13
 2020-06-18,VII,AMBATTUR,1305,14
 2020-06-19,VII,AMBATTUR,1374,18
 2020-06-20,VII,AMBATTUR,1440,18
 2020-06-21,VII,AMBATTUR,1519,19
 2020-06-22,VII,AMBATTUR,1601,19
 2020-06-23,VII,AMBATTUR,1644,20
 2020-06-24,VII,AMBATTUR,1741,21
 2020-06-25,VII,AMBATTUR,1859,23
 2020-06-26,VII,AMBATTUR,1982,24
 2020-06-27,VII,AMBATTUR,2120,25
 2020-06-28,VII,AMBATTUR,2149,25
 2020-06-29,VII,AMBATTUR,2324,25
 2020-06-30,VII,AMBATTUR,2481,29
 2020-07-01,VII,AMBATTUR,2689,30
 2020-07-02,VII,AMBATTUR,2798,32
 2020-07-03,VII,AMBATTUR,2921,32
 2020-07-04,VII,AMBATTUR,2945,34
 2020-07-05,VII,AMBATTUR,3104,35
 2020-07-06,VII,AMBATTUR,3176,35
 2020-07-07,VII,AMBATTUR,3317,39
 2020-07-08,VII,AMBATTUR,3425,41
 2020-03-29,VIII,ANNA NAGAR,5,0
 2020-04-03,VIII,ANNA NAGAR,7,0
 2020-04-06,VIII,ANNA NAGAR,14,0
 2020-04-07,VIII,ANNA NAGAR,15,0
 2020-04-08,VIII,ANNA NAGAR,19,0
 2020-04-09,VIII,ANNA NAGAR,17,0
 2020-04-10,VIII,ANNA NAGAR,22,0
 2020-04-11,VIII,ANNA NAGAR,22,0
 2020-04-12,VIII,ANNA NAGAR,22,0
 2020-04-13,VIII,ANNA NAGAR,22,0
 2020-04-14,VIII,ANNA NAGAR,22,0
 2020-04-15,VIII,ANNA NAGAR,22,0
 2020-04-16,VIII,ANNA NAGAR,23,0
 2020-04-17,VIII,ANNA NAGAR,24,0
 2020-04-18,VIII,ANNA NAGAR,24,0
 2020-04-19,VIII,ANNA NAGAR,26,0
 2020-04-20,VIII,ANNA NAGAR,27,1
 2020-04-21,VIII,ANNA NAGAR,27,1
 2020-04-22,VIII,ANNA NAGAR,32,1
 2020-04-23,VIII,ANNA NAGAR,35,2
 2020-04-24,VIII,ANNA NAGAR,39,3
 2020-04-25,VIII,ANNA NAGAR,43,3
 2020-04-26,VIII,ANNA NAGAR,45,3
 2020-04-27,VIII,ANNA NAGAR,53,3
 2020-04-28,VIII,ANNA NAGAR,65,4
 2020-04-29,VIII,ANNA NAGAR,73,4
 2020-04-30,VIII,ANNA NAGAR,86,4
 2020-05-01,VIII,ANNA NAGAR,91,4
 2020-05-02,VIII,ANNA NAGAR,108,4
 2020-05-03,VIII,ANNA NAGAR,130,4
 2020-05-04,VIII,ANNA NAGAR,144,4
 2020-05-05,VIII,ANNA NAGAR,169,5
 2020-05-06,VIII,ANNA NAGAR,191,5
 2020-05-07,VIII,ANNA NAGAR,206,5
 2020-05-08,VIII,ANNA NAGAR,233,5
 2020-05-09,VIII,ANNA NAGAR,248,6
 2020-05-10,VIII,ANNA NAGAR,301,6
 2020-05-11,VIII,ANNA NAGAR,349,6
 2020-05-12,VIII,ANNA NAGAR,405,8
 2020-05-13,VIII,ANNA NAGAR,448,8
 2020-05-14,VIII,ANNA NAGAR,468,8
 2020-05-15,VIII,ANNA NAGAR,493,8
 2020-05-16,VIII,ANNA NAGAR,514,8
 2020-05-17,VIII,ANNA NAGAR,554,8
 2020-05-18,VIII,ANNA NAGAR,586,8
 2020-05-19,VIII,ANNA NAGAR,610,8
 2020-05-20,VIII,ANNA NAGAR,662,8
 2020-05-21,VIII,ANNA NAGAR,719,8
 2020-05-22,VIII,ANNA NAGAR,783,9
 2020-05-23,VIII,ANNA NAGAR,829,9
 2020-05-24,VIII,ANNA NAGAR,867,10
 2020-05-25,VIII,ANNA NAGAR,924,11
 2020-05-26,VIII,ANNA NAGAR,975,13
 2020-05-27,VIII,ANNA NAGAR,1046,13
 2020-05-28,VIII,ANNA NAGAR,1089,13
 2020-05-29,VIII,ANNA NAGAR,1143,14
 2020-05-30,VIII,ANNA NAGAR,1180,14
 2020-05-31,VIII,ANNA NAGAR,1237,14
 2020-06-01,VIII,ANNA NAGAR,1341,15
 2020-06-02,VIII,ANNA NAGAR,1411,16
 2020-06-03,VIII,ANNA NAGAR,1525,16
 2020-06-04,VIII,ANNA NAGAR,1660,16
 2020-06-05,VIII,ANNA NAGAR,1784,17
 2020-06-06,VIII,ANNA NAGAR,1864,19
 2020-06-07,VIII,ANNA NAGAR,1974,20
 2020-06-08,VIII,ANNA NAGAR,2068,23
 2020-06-09,VIII,ANNA NAGAR,2178,23
 2020-06-10,VIII,ANNA NAGAR,2362,23
 2020-06-11,VIII,ANNA NAGAR,2571,26
 2020-06-12,VIII,ANNA NAGAR,2781,29
 2020-06-13,VIII,ANNA NAGAR,2960,32
 2020-06-14,VIII,ANNA NAGAR,3150,35
 2020-06-15,VIII,ANNA NAGAR,3330,40
 2020-06-16,VIII,ANNA NAGAR,3431,42
 2020-06-17,VIII,ANNA NAGAR,3636,45
 2020-06-18,VIII,ANNA NAGAR,3820,48
 2020-06-19,VIII,ANNA NAGAR,3972,50
 2020-06-20,VIII,ANNA NAGAR,4142,50
 2020-06-21,VIII,ANNA NAGAR,4385,55
 2020-06-22,VIII,ANNA NAGAR,4585,57
 2020-06-23,VIII,ANNA NAGAR,4766,58
 2020-06-24,VIII,ANNA NAGAR,4922,59
 2020-06-25,VIII,ANNA NAGAR,5260,61
 2020-06-26,VIII,ANNA NAGAR,5397,64
 2020-06-27,VIII,ANNA NAGAR,5506,65
 2020-06-28,VIII,ANNA NAGAR,5740,66
 2020-06-29,VIII,ANNA NAGAR,6033,69
 2020-06-30,VIII,ANNA NAGAR,6355,74
 2020-07-01,VIII,ANNA NAGAR,6613,78
 2020-07-02,VIII,ANNA NAGAR,6843,82
 2020-07-03,VIII,ANNA NAGAR,7097,88
 2020-07-04,VIII,ANNA NAGAR,7284,91
 2020-07-05,VIII,ANNA NAGAR,7504,92
 2020-07-06,VIII,ANNA NAGAR,7735,94
 2020-07-07,VIII,ANNA NAGAR,7896,97
 2020-07-08,VIII,ANNA NAGAR,8105,100
 2020-03-29,X,KODAMBAKKAM,5,0
 2020-04-03,X,KODAMBAKKAM,6,0
 2020-04-06,X,KODAMBAKKAM,12,0
 2020-04-07,X,KODAMBAKKAM,19,0
 2020-04-08,X,KODAMBAKKAM,18,0
 2020-04-09,X,KODAMBAKKAM,19,0
 2020-04-10,X,KODAMBAKKAM,20,0
 2020-04-11,X,KODAMBAKKAM,21,0
 2020-04-12,X,KODAMBAKKAM,22,0
 2020-04-13,X,KODAMBAKKAM,22,0
 2020-04-14,X,KODAMBAKKAM,23,0
 2020-04-15,X,KODAMBAKKAM,24,0
 2020-04-16,X,KODAMBAKKAM,24,0
 2020-04-17,X,KODAMBAKKAM,26,0
 2020-04-18,X,KODAMBAKKAM,26,0
 2020-04-19,X,KODAMBAKKAM,29,0
 2020-04-20,X,KODAMBAKKAM,31,0
 2020-04-21,X,KODAMBAKKAM,35,0
 2020-04-22,X,KODAMBAKKAM,36,0
 2020-04-23,X,KODAMBAKKAM,36,0
 2020-04-24,X,KODAMBAKKAM,52,0
 2020-04-25,X,KODAMBAKKAM,53,0
 2020-04-26,X,KODAMBAKKAM,54,0
 2020-04-27,X,KODAMBAKKAM,54,0
 2020-04-28,X,KODAMBAKKAM,60,0
 2020-04-29,X,KODAMBAKKAM,63,0
 2020-04-30,X,KODAMBAKKAM,97,0
 2020-05-01,X,KODAMBAKKAM,116,1
 2020-05-02,X,KODAMBAKKAM,141,1
 2020-05-03,X,KODAMBAKKAM,199,1
 2020-05-04,X,KODAMBAKKAM,257,1
 2020-05-05,X,KODAMBAKKAM,327,2
 2020-05-06,X,KODAMBAKKAM,387,2
 2020-05-07,X,KODAMBAKKAM,461,2
 2020-05-08,X,KODAMBAKKAM,546,2
 2020-05-09,X,KODAMBAKKAM,563,2
 2020-05-10,X,KODAMBAKKAM,630,2
 2020-05-11,X,KODAMBAKKAM,713,2
 2020-05-12,X,KODAMBAKKAM,796,3
 2020-05-13,X,KODAMBAKKAM,835,3
 2020-05-14,X,KODAMBAKKAM,895,3
 2020-05-15,X,KODAMBAKKAM,919,4
 2020-05-16,X,KODAMBAKKAM,973,4
 2020-05-17,X,KODAMBAKKAM,1041,4
 2020-05-18,X,KODAMBAKKAM,1077,4
 2020-05-19,X,KODAMBAKKAM,1137,4
 2020-05-20,X,KODAMBAKKAM,1192,5
 2020-05-21,X,KODAMBAKKAM,1231,6
 2020-05-22,X,KODAMBAKKAM,1300,6
 2020-05-23,X,KODAMBAKKAM,1391,6
 2020-05-24,X,KODAMBAKKAM,1460,6
 2020-05-25,X,KODAMBAKKAM,1488,6
 2020-05-26,X,KODAMBAKKAM,1525,6
 2020-05-27,X,KODAMBAKKAM,1559,7
 2020-05-28,X,KODAMBAKKAM,1646,8
 2020-05-29,X,KODAMBAKKAM,1678,8
 2020-05-30,X,KODAMBAKKAM,1709,8
 2020-05-31,X,KODAMBAKKAM,1798,8
 2020-06-01,X,KODAMBAKKAM,1867,8
 2020-06-02,X,KODAMBAKKAM,1921,9
 2020-06-03,X,KODAMBAKKAM,2029,9
 2020-06-04,X,KODAMBAKKAM,2123,12
 2020-06-05,X,KODAMBAKKAM,2202,12
 2020-06-06,X,KODAMBAKKAM,2323,13
 2020-06-07,X,KODAMBAKKAM,2431,15
 2020-06-08,X,KODAMBAKKAM,2539,16
 2020-06-09,X,KODAMBAKKAM,2656,18
 2020-06-10,X,KODAMBAKKAM,2805,20
 2020-06-11,X,KODAMBAKKAM,2966,20
 2020-06-12,X,KODAMBAKKAM,3108,21
 2020-06-13,X,KODAMBAKKAM,3267,22
 2020-06-14,X,KODAMBAKKAM,3409,25
 2020-06-15,X,KODAMBAKKAM,3539,27
 2020-06-16,X,KODAMBAKKAM,3648,31
 2020-06-17,X,KODAMBAKKAM,3801,35
 2020-06-18,X,KODAMBAKKAM,3959,42
 2020-06-19,X,KODAMBAKKAM,4149,42
 2020-06-20,X,KODAMBAKKAM,4329,42
 2020-06-21,X,KODAMBAKKAM,4485,50
 2020-06-22,X,KODAMBAKKAM,4649,51
 2020-06-23,X,KODAMBAKKAM,4794,52
 2020-06-24,X,KODAMBAKKAM,4908,58
 2020-06-25,X,KODAMBAKKAM,5216,62
 2020-06-26,X,KODAMBAKKAM,5316,63
 2020-06-27,X,KODAMBAKKAM,5432,67
 2020-06-28,X,KODAMBAKKAM,5578,71
 2020-06-29,X,KODAMBAKKAM,5827,74
 2020-06-30,X,KODAMBAKKAM,6173,75
 2020-07-01,X,KODAMBAKKAM,6471,81
 2020-07-02,X,KODAMBAKKAM,6731,83
 2020-07-03,X,KODAMBAKKAM,6956,88
 2020-07-04,X,KODAMBAKKAM,7159,93
 2020-07-05,X,KODAMBAKKAM,7370,97
 2020-07-06,X,KODAMBAKKAM,7540,102
 2020-07-07,X,KODAMBAKKAM,7663,110
 2020-07-08,X,KODAMBAKKAM,7854,113
 2020-03-29,XI,VALASARAVAKKAM,2,0
 2020-04-03,XI,VALASARAVAKKAM,2,0
 2020-04-06,XI,VALASARAVAKKAM,4,0
 2020-04-07,XI,VALASARAVAKKAM,4,0
 2020-04-08,XI,VALASARAVAKKAM,4,0
 2020-04-09,XI,VALASARAVAKKAM,4,0
 2020-04-10,XI,VALASARAVAKKAM,4,0
 2020-04-11,XI,VALASARAVAKKAM,4,0
 2020-04-12,XI,VALASARAVAKKAM,4,0
 2020-04-13,XI,VALASARAVAKKAM,4,0
 2020-04-14,XI,VALASARAVAKKAM,5,0
 2020-04-15,XI,VALASARAVAKKAM,5,0
